profileID,respID,qID,altID,obsID,price,brand,keyless,electric,warranty,blockID,label,chosen
30,21,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,21,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,21,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,21,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,21,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,21,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,21,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,21,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,21,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,21,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,21,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,21,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,22,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,22,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,22,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,22,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,22,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,22,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,22,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,22,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,22,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,22,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,22,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,22,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,22,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,22,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,22,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,22,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,22,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,22,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,23,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,23,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,23,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,23,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,23,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,23,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,23,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,23,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,1
16,23,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,23,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,23,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,23,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,23,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,23,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,23,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,23,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,23,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,1
39,23,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,24,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,24,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,24,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,24,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,24,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,24,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,24,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,24,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,1
16,24,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,24,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,24,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,24,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,24,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,24,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,24,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,24,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,24,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,24,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,25,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,25,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,25,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,25,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,25,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,25,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,25,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,1
44,25,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,25,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,25,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,25,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,25,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,25,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,1
46,25,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,0
29,25,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,25,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,25,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,25,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,26,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,26,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,26,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,26,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,26,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,26,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,26,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,26,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,26,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,26,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,26,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,26,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,26,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,26,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,26,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,26,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,26,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,26,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,27,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,27,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,27,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,27,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,27,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,27,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,27,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,27,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,27,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,27,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,27,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,27,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,27,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,27,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,0
29,27,5,3,5,above 50k,europe,No,No,Yes,1,O Car,1
7,27,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,27,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,1
39,27,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,28,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,28,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,28,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,28,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,28,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,28,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,28,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,1
44,28,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,28,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,28,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,28,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,28,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,28,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,1
46,28,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,0
29,28,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,28,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,28,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,28,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,29,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,29,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,29,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,29,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,29,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,29,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,29,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,29,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,29,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,29,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,29,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,29,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,29,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,29,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,29,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,29,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,29,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,29,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,30,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,30,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,30,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,30,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,30,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,30,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,30,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,30,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,30,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,30,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,30,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,30,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,30,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,30,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,30,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,30,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,30,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,30,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,31,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,31,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,31,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,31,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,31,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,31,2,3,2,below 10k,europe,No,No,No,1,F Car,1
30,31,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,31,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,31,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,31,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,31,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,31,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,31,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,31,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,31,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,31,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,31,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,1
39,31,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,32,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,32,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,32,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,32,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,32,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,32,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,32,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,1
44,32,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,32,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,32,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,32,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,32,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,32,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,32,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,32,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,32,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,32,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,1
39,32,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,33,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,33,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,33,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,33,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,33,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,33,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,33,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,1
44,33,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,33,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,33,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,33,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,33,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,33,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,33,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,33,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,33,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,33,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,1
39,33,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,34,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,34,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,34,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,34,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,34,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,34,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,34,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,1
44,34,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,34,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,34,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,34,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,34,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,34,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,34,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,34,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,34,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,34,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,1
39,34,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,35,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,35,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,35,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,35,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,35,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,35,2,3,2,below 10k,europe,No,No,No,1,F Car,1
30,35,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,35,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,35,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,35,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,35,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,35,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,35,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,35,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,0
29,35,5,3,5,above 50k,europe,No,No,Yes,1,O Car,1
7,35,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,35,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,1
39,35,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,36,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,36,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,36,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,36,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,36,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,36,2,3,2,below 10k,europe,No,No,No,1,F Car,1
30,36,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,36,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,36,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,36,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,36,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,36,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,36,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,36,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,36,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,36,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,36,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,36,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,37,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,37,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,37,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,37,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,37,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,37,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,37,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,37,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,37,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,37,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,37,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,37,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,37,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,37,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,37,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,37,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,37,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,37,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,38,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,38,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,38,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,38,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,38,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,38,2,3,2,below 10k,europe,No,No,No,1,F Car,1
30,38,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,38,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,38,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,38,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,38,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,38,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,38,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,38,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,38,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,38,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,38,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,38,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,39,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,39,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,39,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,39,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,39,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,39,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,39,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,1
44,39,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,39,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,39,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,39,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,39,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,39,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,39,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,39,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,39,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,39,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,39,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,40,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,40,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,40,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,40,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,40,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,40,2,3,2,below 10k,europe,No,No,No,1,F Car,1
30,40,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,40,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,40,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,40,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,40,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,40,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,40,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,40,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,40,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,40,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,40,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,40,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,41,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,41,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,41,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,41,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,41,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,41,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,41,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,41,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,41,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,41,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,41,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,41,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,41,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,41,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,41,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,41,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,41,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,1
39,41,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,42,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,42,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,42,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,42,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,42,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,42,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,42,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,42,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,42,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,42,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,42,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,42,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,42,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
